gender,age,pclass,embarked,fare,sibsp,parch,survived
male,21.0,2nd,Southampton,73.1,2,0,0
male,44.0,1st,Southampton,51.1703,0,0,0
female,18.0,2nd,Southampton,13.0,1,1,0
male,55.0,1st,Southampton,50.0,0,0,0
female,17.0,1st,Cherbourg,57.1907,0,1,1
female,44.0,1st,Cherbourg,57.1907,0,1,1
female,2.0,3rd,Southampton,12.0509,0,1,1
female,22.0,3rd,Southampton,12.0509,1,1,1
female,20.0,2nd,Southampton,23.0,2,1,1
male,24.0,2nd,Southampton,11.1,2,1,0
male,36.0,2nd,Southampton,13.0,0,0,0
female,54.0,2nd,Southampton,23.0,1,3,1
male,50.0,2nd,Southampton,13.0,0,0,0
female,51.0,1st,Cherbourg,77.1902,1,0,1
female,29.0,2nd,Southampton,26.0,1,0,1
male,44.0,2nd,Southampton,26.0,1,0,0
male,43.0,3rd,Southampton,6.09,0,0,0
male,18.0,3rd,Southampton,22.1006,0,0,0
male,42.0,1st,Southampton,52.0,1,0,0
female,35.0,1st,Southampton,52.0,1,0,1
male,40.0,1st,Southampton,26.11,0,0,1
female,27.0,3rd,Southampton,7.1806,0,0,1
male,21.0,2nd,Southampton,73.1,0,0,0
male,22.0,3rd,Queenstown,7.15,0,0,0
male,41.0,2nd,Southampton,13.0,0,0,1
female,26.0,3rd,Southampton,8.01,0,0,1
male,63.0,2nd,Southampton,26.0,1,0,0
female,61.0,2nd,Southampton,26.0,1,0,0
male,38.0,1st,Southampton,100.0,1,0,1
female,31.0,1st,Southampton,100.0,1,0,1
male,43.0,1st,Cherbourg,30.1311,0,0,0
male,42.0,3rd,Southampton,7.13,0,0,0
male,21.0,2nd,Southampton,22.0,0,0,0
male,34.0,2nd,Southampton,12.0506,0,0,0
male,34.0,3rd,Southampton,7.1709,0,0,1
male,11.0,3rd,Cherbourg,18.1509,0,0,0
female,18.0,3rd,Cherbourg,7.0407,0,0,1
male,33.0,3rd,Cherbourg,14.0902,0,0,0
female,39.0,1st,Southampton,80.0,0,0,1
female,17.0,2nd,Southampton,10.1,0,0,1
male,32.0,3rd,Southampton,7.1711,0,0,0
female,17.0,3rd,Southampton,7.1806,1,0,0
female,25.0,3rd,Southampton,7.1806,1,0,0
female,50.0,1st,Cherbourg,28.1403,0,0,0
male,49.0,1st,Southampton,89.0,0,0,1
male,20.0,3rd,Southampton,7.1711,0,0,0
female,16.0,3rd,Cherbourg,14.0901,1,0,0
female,19.0,3rd,Cherbourg,14.0901,1,0,0
female,24.0,2nd,Southampton,27.0,2,1,1
male,42.0,2nd,Southampton,27.0,1,0,0
male,30.0,3rd,Cherbourg,7.1711,0,0,1
male,21.0,3rd,Southampton,7.1511,0,0,1
male,21.0,3rd,Southampton,7.01,0,0,0
male,46.0,2nd,Southampton,15.0,0,0,0
male,24.0,2nd,Southampton,31.1,2,0,0
male,21.0,2nd,Southampton,31.1,2,0,0
male,32.0,2nd,Southampton,10.1,0,0,0
male,20.0,3rd,Southampton,7.1701,0,0,0
male,48.0,3rd,Southampton,7.0101,0,0,0
male,17.0,3rd,Southampton,7.1701,1,0,0
female,26.0,3rd,Queenstown,7.15,0,0,1
female,23.0,2nd,Cherbourg,13.151,0,0,1
male,29.0,3rd,Southampton,8.0203,0,0,1
male,34.0,3rd,Southampton,6.0911,0,0,0
male,22.0,3rd,Southampton,7.1511,0,0,0
male,33.0,3rd,Southampton,8.1301,0,0,0
male,31.0,3rd,Southampton,7.1506,0,0,0
male,29.0,3rd,Southampton,7.1701,0,0,0
male,26.0,3rd,Southampton,7.1506,0,0,1
male,4.0,3rd,Southampton,11.0208,1,1,1
female,1.0,3rd,Southampton,11.0208,1,1,1
male,49.0,3rd,Southampton,13.0,0,0,0
male,33.0,3rd,Southampton,7.1506,0,0,0
female,26.0,3rd,Southampton,11.0208,0,2,1
male,19.0,3rd,Southampton,13.0,0,0,0
male,8.0,3rd,Southampton,23.09,1,2,0
female,7.0,3rd,Southampton,23.09,1,2,0
male,35.0,3rd,Southampton,23.09,1,2,0
female,36.0,3rd,Southampton,23.09,1,2,0
male,46.0,1st,Southampton,26.0,0,0,0
male,23.0,3rd,Southampton,7.1711,0,0,0
male,25.0,3rd,Southampton,7.1701,0,0,1
male,27.0,3rd,Southampton,7.1701,0,0,0
male,39.0,3rd,Cherbourg,7.0407,0,2,0
male,50.0,1st,Southampton,26.0,0,0,0
female,20.0,3rd,Southampton,9.161,1,0,0
female,21.0,3rd,Southampton,9.161,1,0,0
male,32.0,3rd,Southampton,7.1806,0,0,1
male,17.0,3rd,Southampton,7.0206,0,0,0
male,21.0,3rd,Southampton,8.0808,0,0,0
male,34.0,2nd,Southampton,26.0,1,0,0
female,24.0,2nd,Southampton,26.0,1,0,1
male,30.0,3rd,Southampton,7.1711,0,0,0
male,21.0,3rd,Southampton,7.1511,0,0,1
male,33.0,3rd,Southampton,7.1701,0,0,0
male,22.0,3rd,Southampton,7.1005,0,0,0
female,22.0,2nd,Southampton,21.0,0,0,0
female,5.0,3rd,Cherbourg,13.0804,0,1,1
male,39.0,3rd,Cherbourg,13.0804,0,1,1
male,19.0,3rd,Cherbourg,7.0407,0,0,0
female,46.0,2nd,Queenstown,12.07,0,0,1
male,23.0,3rd,Queenstown,7.15,0,0,0
male,35.0,2nd,Queenstown,12.07,0,0,0
male,39.0,3rd,Southampton,7.05,0,0,0
male,33.0,1st,Southampton,211.1,0,0,0
female,20.0,3rd,Queenstown,7.15,0,0,1
female,22.0,3rd,Queenstown,7.15,0,0,1
male,19.0,3rd,Southampton,8.01,0,0,0
male,44.0,3rd,Queenstown,7.1607,0,0,0
male,44.0,engineering crew,Southampton,0.0,0,0,0
female,49.0,2nd,Southampton,13.1,0,0,1
male,24.0,3rd,Queenstown,7.15,0,0,1
male,58.0,1st,Cherbourg,29.14,0,0,0
male,41.0,1st,Southampton,51.1703,1,0,0
female,40.0,1st,Southampton,51.1703,1,0,1
male,25.0,3rd,Cherbourg,14.0901,1,0,0
female,20.0,3rd,Cherbourg,14.0901,1,0,0
male,25.0,3rd,Queenstown,7.15,1,0,0
male,22.0,3rd,Queenstown,7.15,1,0,0
male,22.0,3rd,Queenstown,7.1409,0,0,0
male,42.0,1st,Southampton,52.1101,1,0,1
female,45.0,1st,Southampton,52.1101,1,0,1
female,4.0,3rd,Southampton,22.0,0,2,1
female,26.0,3rd,Southampton,22.0,1,1,1
female,23.0,3rd,Southampton,8.1303,2,0,0
male,29.0,3rd,Southampton,22.0,3,1,1
male,26.0,3rd,Southampton,8.1303,2,0,0
male,52.0,2nd,Queenstown,12.07,0,0,0
male,41.0,1st,Southampton,26.11,0,0,0
female,1.0,3rd,Southampton,12.0308,1,1,0
male,18.0,3rd,Southampton,7.1701,1,1,0
female,36.0,3rd,Southampton,12.0308,0,2,0
male,41.0,2nd,Belfast,22.0,0,0,0
male,30.0,3rd,Cherbourg,7.1711,0,0,0
male,25.0,3rd,Cherbourg,7.0407,0,0,1
female,29.0,1st,Southampton,211.0609,0,0,1
male,23.0,2nd,Southampton,22.0,0,0,0
male,26.0,3rd,Southampton,7.11,0,0,0
male,31.0,2nd,Southampton,10.1,0,0,0
male,35.0,3rd,Cherbourg,7.0406,0,0,0
male,35.0,2nd,Southampton,26.0,1,1,0
female,34.0,2nd,Southampton,26.0,1,1,0
female,37.0,3rd,Southampton,9.1109,0,0,0
male,31.0,2nd,Queenstown,10.1402,0,0,0
male,38.0,3rd,Southampton,56.0911,0,0,1
male,23.0,3rd,Southampton,56.0911,0,0,0
female,22.0,3rd,Southampton,7.05,0,0,1
male,17.0,3rd,Queenstown,7.15,0,0,0
male,32.0,3rd,Southampton,56.0911,0,0,1
female,1.0,2nd,Cherbourg,41.1107,1,2,1
female,3.0,2nd,Cherbourg,41.1107,1,2,1
male,25.0,2nd,Cherbourg,41.1107,1,2,0
female,22.0,2nd,Cherbourg,41.1107,1,2,1
male,29.0,3rd,Southampton,9.0908,0,0,0
male,29.0,3rd,Southampton,7.1506,0,0,0
male,22.0,3rd,Southampton,7.1506,0,0,0
female,49.0,1st,Southampton,25.1807,0,0,1
male,5.0,3rd,Southampton,25.0904,3,1,0
female,3.0,3rd,Southampton,25.0904,3,1,0
female,8.0,3rd,Southampton,25.0904,3,1,0
female,12.0,3rd,Southampton,25.0904,3,1,0
female,40.0,3rd,Southampton,25.0904,0,4,0
female,17.0,2nd,Cherbourg,12.0,0,0,1
male,32.0,3rd,Southampton,7.1806,0,0,0
female,31.0,2nd,Southampton,33.0,0,0,1
female,39.0,2nd,Southampton,10.1,0,0,1
female,18.0,3rd,Queenstown,15.1,1,0,0
male,20.0,3rd,Queenstown,15.1,1,0,0
female,27.0,1st,Cherbourg,106.0806,0,0,1
male,41.0,3rd,Southampton,24.03,0,0,0
male,35.0,1st,Cherbourg,512.0607,0,0,1
male,37.0,2nd,Southampton,12.1706,0,0,0
male,30.0,1st,Cherbourg,27.1405,0,0,0
male,25.0,2nd,Southampton,10.1,0,0,0
male,24.0,3rd,Southampton,9.1,0,0,0
female,25.0,3rd,Southampton,7.1506,0,0,0
female,45.0,3rd,Southampton,7.15,0,0,0
male,42.0,1st,Southampton,26.11,0,0,0
male,36.0,3rd,Southampton,15.11,1,0,0
female,30.0,3rd,Southampton,15.11,1,0,0
male,20.0,3rd,Southampton,7.1806,1,0,1
female,55.0,1st,Cherbourg,27.1405,0,0,1
male,21.0,3rd,Queenstown,7.1707,0,0,0
female,16.0,1st,Cherbourg,39.08,0,1,1
female,50.0,1st,Cherbourg,39.08,0,1,1
male,61.0,2nd,Queenstown,12.07,0,0,0
male,28.0,3rd,Southampton,56.0911,0,0,0
male,27.0,3rd,Southampton,9.1,0,0,0
male,25.0,3rd,Southampton,7.05,0,0,0
female,34.0,3rd,Southampton,16.02,1,0,0
male,31.0,3rd,Southampton,16.02,1,0,0
male,19.0,3rd,Southampton,7.1707,0,0,0
female,21.0,1st,Cherbourg,77.1902,0,0,1
male,29.0,1st,Southampton,30.0,0,0,0
male,30.0,1st,Southampton,45.1,0,0,0
male,50.0,2nd,Southampton,26.0,1,0,0
female,43.0,2nd,Southampton,26.0,1,0,1
male,20.0,3rd,Southampton,7.05,0,0,0
male,29.0,3rd,Southampton,8.1303,0,0,1
male,50.0,3rd,Southampton,7.0101,0,0,0
female,23.0,3rd,Southampton,7.1701,0,0,1
male,32.0,3rd,Southampton,7.1107,0,0,1
female,59.0,1st,Cherbourg,146.1005,0,0,1
male,30.0,3rd,Cherbourg,6.0809,0,0,0
male,44.0,3rd,Southampton,7.1711,0,0,0
male,20.0,3rd,Southampton,7.11,0,0,0
female,57.0,2nd,Southampton,10.1,0,0,0
female,21.0,3rd,Queenstown,7.15,0,0,1
female,16.0,1st,Southampton,211.0609,0,1,1
male,24.0,3rd,Southampton,7.021,0,0,1
male,22.0,3rd,Southampton,7.0206,0,0,0
male,30.0,1st,Southampton,26.0,0,0,0
female,20.0,3rd,Queenstown,7.1707,0,0,0
female,20.0,1st,Southampton,86.1,0,0,1
male,34.0,3rd,Southampton,8.01,0,0,0
male,29.0,3rd,Southampton,7.1806,0,0,0
male,25.0,2nd,Cherbourg,15.0,0,0,0
male,1.0,2nd,Cherbourg,37.0,0,2,1
male,45.0,2nd,Cherbourg,37.0,1,1,0
female,24.0,2nd,Cherbourg,37.0,1,1,1
male,18.0,3rd,Cherbourg,7.0407,0,0,1
female,32.0,3rd,Queenstown,7.15,0,0,0
male,30.0,2nd,Cherbourg,15.1107,0,0,0
female,28.0,3rd,Queenstown,7.1409,0,0,1
male,25.0,3rd,Cherbourg,7.0407,0,0,0
male,29.0,1st,Cherbourg,29.14,0,0,1
male,23.0,3rd,Southampton,7.1711,0,0,0
male,35.0,3rd,Southampton,7.1711,0,0,0
male,33.0,3rd,Cherbourg,7.1711,0,0,0
male,18.0,1st,Southampton,53.02,1,0,0
female,18.0,1st,Southampton,53.02,1,0,1
male,30.0,3rd,Cherbourg,7.1711,0,0,0
male,23.0,2nd,Southampton,13.0,0,0,0
male,36.0,2nd,Southampton,16.0,0,0,0
female,24.0,1st,Cherbourg,49.1001,0,0,1
male,46.0,1st,Southampton,75.041,0,0,0
female,25.0,3rd,Queenstown,7.15,0,0,1
male,55.0,1st,Southampton,51.1703,0,0,0
male,19.0,3rd,Queenstown,7.15,0,0,1
female,29.0,3rd,Queenstown,23.05,2,0,1
female,26.0,3rd,Queenstown,23.05,2,0,1
male,24.0,3rd,Queenstown,23.05,2,0,1
male,32.0,2nd,Southampton,13.1,0,0,0
male,32.0,2nd,Southampton,13.0,0,0,0
female,31.0,3rd,Queenstown,7.1508,0,0,1
male,20.0,3rd,Queenstown,15.1,0,0,0
male,35.0,1st,Southampton,26.0509,0,0,1
female,22.0,3rd,Queenstown,7.1707,0,0,1
female,17.0,3rd,Queenstown,8.0,0,0,1
female,42.0,3rd,Queenstown,7.15,0,0,0
male,46.0,2nd,Southampton,26.0,0,0,0
male,19.0,3rd,Queenstown,7.15,0,0,0
male,27.0,3rd,Southampton,16.02,1,0,0
female,19.0,3rd,Southampton,16.02,1,0,0
female,32.0,3rd,Queenstown,7.15,0,0,0
female,62.0,3rd,Southampton,8.01,0,0,0
male,22.0,3rd,Queenstown,7.15,0,0,0
female,32.0,3rd,Southampton,8.01,0,0,0
female,13.0,2nd,Southampton,19.1,0,1,1
female,42.0,2nd,Southampton,19.1,0,1,1
male,19.0,2nd,Southampton,10.1,0,0,1
male,48.0,3rd,Southampton,8.01,0,0,0
male,28.0,3rd,Queenstown,7.15,0,0,0
male,31.0,2nd,Southampton,13.0,0,0,0
male,28.0,1st,Cherbourg,82.0305,1,0,0
female,25.0,1st,Cherbourg,82.0305,1,0,1
male,21.0,3rd,Southampton,7.1506,0,0,1
male,28.0,3rd,Southampton,7.1711,0,0,0
male,23.0,3rd,Southampton,8.01,0,0,0
male,65.0,1st,Cherbourg,26.11,0,0,0
male,48.0,2nd,Southampton,13.0,0,0,0
male,44.0,1st,Queenstown,90.0,2,0,0
female,33.0,1st,Queenstown,90.0,1,0,1
female,37.0,1st,Queenstown,90.0,1,0,1
male,24.0,3rd,Southampton,7.1711,0,0,0
male,21.0,3rd,Southampton,7.1711,0,0,0
male,72.0,2nd,Southampton,10.1,0,0,0
male,23.0,3rd,Southampton,7.1711,0,0,0
female,23.0,3rd,Queenstown,7.1707,0,0,1
male,30.0,1st,Cherbourg,57.15,1,0,1
male,27.0,3rd,Southampton,7.13,0,0,0
male,55.0,1st,Southampton,30.1,0,0,0
male,27.0,2nd,Southampton,13.0,0,0,0
male,47.0,1st,Southampton,42.08,0,0,0
male,19.0,3rd,Southampton,8.01,0,0,0
male,7.0,3rd,Southampton,12.0906,0,1,1
female,29.0,3rd,Southampton,12.0906,0,1,1
female,28.0,3rd,Queenstown,24.03,1,0,1
male,28.0,3rd,Queenstown,24.03,1,0,0
male,54.0,2nd,Southampton,14.0,0,0,0
male,38.0,2nd,Southampton,26.0,0,0,0
male,34.0,3rd,Southampton,8.01,0,0,0
male,30.0,3rd,Queenstown,7.15,0,0,0
male,29.0,3rd,Southampton,7.1506,0,0,1
female,35.0,3rd,Cherbourg,7.0407,0,0,1
male,28.0,3rd,Southampton,8.01,0,0,0
male,4.0,3rd,Cherbourg,15.0411,1,1,1
male,7.0,3rd,Cherbourg,15.0411,1,1,1
female,25.0,3rd,Cherbourg,15.0411,0,2,1
male,17.0,2nd,Southampton,10.1,0,0,0
female,21.0,3rd,Queenstown,7.1408,0,0,1
female,25.0,3rd,Queenstown,7.15,0,0,1
male,22.0,3rd,Southampton,8.01,0,0,0
female,18.0,3rd,Queenstown,15.1,1,0,1
female,25.0,3rd,Queenstown,15.1,1,0,1
female,31.0,3rd,Queenstown,15.1,0,0,1
female,22.0,3rd,Cherbourg,7.0406,0,0,1
male,18.0,3rd,Southampton,7.15,0,0,0
male,63.0,2nd,Queenstown,9.1309,0,0,0
male,22.0,3rd,Southampton,7.1711,0,0,0
female,15.0,3rd,Cherbourg,7.0406,0,0,1
male,17.0,3rd,Cherbourg,7.0407,0,0,0
female,1.0,3rd,Cherbourg,15.141,0,2,1
male,21.0,3rd,Cherbourg,15.141,1,1,1
female,19.0,3rd,Cherbourg,15.141,1,1,1
male,36.0,3rd,Southampton,8.01,0,0,0
male,32.0,3rd,Southampton,7.1711,0,0,0
male,20.0,3rd,Cherbourg,7.0407,0,0,0
male,28.0,2nd,Cherbourg,30.0105,1,0,0
female,14.0,2nd,Cherbourg,30.0105,1,0,1
male,20.0,3rd,Cherbourg,7.0406,0,0,0
male,36.0,1st,Cherbourg,29.14,0,1,0
female,21.0,3rd,Queenstown,7.15,0,0,0
male,2.0,2nd,Southampton,26.0,1,1,1
male,3.0,2nd,Southampton,26.0,1,1,1
male,32.0,2nd,Southampton,26.0,0,2,0
male,22.0,3rd,Southampton,7.1711,0,0,0
male,26.0,2nd,Southampton,13.0,0,0,0
female,31.0,1st,Cherbourg,113.0506,1,0,1
female,23.0,1st,Cherbourg,113.0506,1,0,1
male,58.0,1st,Cherbourg,113.0506,0,2,0
female,19.0,1st,Southampton,26.0508,0,2,1
male,19.0,2nd,Southampton,36.15,1,1,0
male,60.0,1st,Southampton,26.0,0,0,0
female,29.0,3rd,Southampton,7.1806,0,0,0
male,28.0,3rd,Southampton,8.01,0,0,0
female,18.0,3rd,Southampton,7.1506,0,0,1
female,26.0,3rd,Southampton,7.1701,0,0,1
male,21.0,3rd,Southampton,7.1701,0,0,0
male,11.0,3rd,Cherbourg,11.041,1,0,1
female,14.0,3rd,Cherbourg,11.041,1,0,1
male,41.0,3rd,Southampton,7.0206,0,0,0
male,39.0,3rd,Southampton,7.1806,0,0,1
male,20.0,3rd,Cherbourg,7.0407,0,0,0
male,27.0,2nd,Southampton,13.1,0,0,0
male,21.0,3rd,Southampton,7.16,0,0,0
male,20.0,1st,Cherbourg,13.1703,0,0,1
female,29.0,2nd,Southampton,10.1,0,0,1
female,22.0,3rd,Southampton,7.15,0,0,1
male,60.0,3rd,Southampton,6.0409,0,0,0
male,21.0,3rd,Queenstown,7.1607,0,0,0
female,26.0,3rd,Queenstown,15.1,1,0,1
male,27.0,3rd,Queenstown,15.1,1,0,0
male,18.0,3rd,Queenstown,7.1408,0,0,0
male,17.0,3rd,Queenstown,7.15,0,0,0
male,23.0,3rd,Queenstown,7.15,0,0,0
male,23.0,3rd,Southampton,9.0406,0,0,0
female,24.0,3rd,Queenstown,7.1707,0,0,1
female,22.0,3rd,Southampton,7.1506,0,0,1
male,21.0,3rd,Queenstown,7.15,0,0,1
female,16.0,3rd,Queenstown,7.1607,0,0,1
female,39.0,1st,Cherbourg,108.18,0,0,1
male,9.0,3rd,Southampton,3.0305,0,1,1
male,28.0,3rd,Southampton,22.1006,0,0,0
male,42.0,3rd,Southampton,8.0801,0,1,0
male,27.0,3rd,Southampton,7.0603,0,0,0
female,31.0,3rd,Southampton,7.1701,0,0,0
male,28.0,3rd,Southampton,7.1701,0,0,0
male,32.0,3rd,Southampton,7.1506,0,0,1
male,20.0,3rd,Southampton,9.0406,0,0,0
male,29.0,1st,Cherbourg,25.141,0,0,1
female,23.0,3rd,Southampton,8.1303,0,0,0
female,20.0,3rd,Southampton,8.1303,0,0,0
male,20.0,3rd,Southampton,8.1303,0,0,0
male,16.0,3rd,Southampton,9.0404,0,0,0
female,22.0,1st,Southampton,61.1907,0,1,1
male,64.0,1st,Southampton,61.1907,0,1,0
female,21.0,3rd,Queenstown,7.1207,0,0,0
male,38.0,2nd,Southampton,13.0,0,0,0
male,36.0,1st,Cherbourg,27.1405,0,0,0
male,22.0,2nd,Southampton,10.1,0,0,1
male,27.0,2nd,Cherbourg,13.1703,0,0,1
male,23.0,2nd,Southampton,10.1,0,0,0
male,29.0,2nd,Cherbourg,13.1702,0,0,1
male,2.0,3rd,Southampton,21.0106,3,1,0
male,6.0,3rd,Southampton,21.0106,3,1,0
female,3.0,3rd,Southampton,21.0106,3,1,0
female,8.0,3rd,Southampton,21.0106,3,1,0
female,29.0,3rd,Southampton,21.0106,0,4,0
male,1.0,3rd,Southampton,39.1309,4,1,0
male,15.0,3rd,Southampton,39.1309,4,1,0
male,7.0,3rd,Southampton,39.1309,4,1,0
male,2.0,3rd,Southampton,39.1309,4,1,0
male,16.0,3rd,Southampton,39.1309,4,1,0
female,41.0,3rd,Southampton,39.1309,0,5,0
male,17.0,2nd,Southampton,10.1,0,0,0
male,21.0,2nd,Belfast,22.0,0,0,0
female,59.0,2nd,Southampton,26.0,0,1,1
male,30.0,1st,Belfast,89.0,0,0,0
male,40.0,1st,Southampton,28.1,0,0,0
male,21.0,3rd,Southampton,8.1303,0,0,0
male,20.0,3rd,Southampton,14.1,0,0,0
male,32.0,3rd,Southampton,7.1711,0,0,0
male,23.0,1st,Southampton,93.1,0,0,0
male,0.5833333333,3rd,Southampton,13.1506,1,1,0
female,4.0,3rd,Southampton,13.1506,1,1,0
female,26.0,3rd,Southampton,13.1506,0,2,0
male,32.0,3rd,Southampton,7.0,0,0,0
female,22.0,1st,Southampton,66.12,1,0,1
male,29.0,1st,Southampton,66.12,1,0,0
male,28.0,3rd,Southampton,7.1506,0,0,0
male,24.0,3rd,Southampton,8.01,0,0,0
male,21.0,3rd,Southampton,7.1806,0,0,0
male,25.0,3rd,Southampton,7.1806,0,0,0
female,22.0,1st,Cherbourg,108.18,1,0,1
male,24.0,1st,Cherbourg,108.18,1,0,0
male,19.0,2nd,Southampton,10.1,0,0,0
male,24.0,3rd,Southampton,7.05,0,0,0
male,39.0,2nd,Cherbourg,15.01,0,0,0
female,33.0,1st,Southampton,93.1,0,0,1
male,25.0,3rd,Southampton,7.1506,1,0,1
male,41.0,2nd,Southampton,13.0,0,0,0
female,28.0,3rd,Southampton,7.1711,0,0,0
male,4.0,3rd,Cherbourg,22.0702,1,1,1
female,2.0,3rd,Cherbourg,22.0702,1,1,1
male,24.0,3rd,Southampton,8.01,0,0,0
female,28.0,3rd,Queenstown,8.0209,0,0,0
male,19.0,3rd,Southampton,7.1711,0,0,0
male,29.0,3rd,Southampton,7.1711,0,0,0
female,18.0,3rd,Southampton,7.1506,0,0,0
male,25.0,3rd,Southampton,7.1506,1,0,0
male,52.0,1st,Southampton,30.1,0,0,1
female,21.0,2nd,Southampton,21.0,0,1,1
female,19.0,2nd,Southampton,26.0,0,0,1
male,43.0,2nd,Southampton,21.0,0,1,0
male,33.0,3rd,Southampton,8.01,0,0,1
female,32.0,2nd,Southampton,13.0,0,0,1
male,27.0,3rd,Southampton,7.1711,0,0,0
male,17.0,3rd,Southampton,8.1303,0,0,0
male,24.0,3rd,Southampton,8.1303,0,0,0
male,24.0,2nd,Southampton,13.0,0,0,0
male,30.0,2nd,Cherbourg,12.1409,0,0,1
male,46.0,1st,Southampton,52.0,0,0,0
female,56.0,1st,Cherbourg,83.0302,0,1,1
male,27.0,2nd,Cherbourg,15.0,0,0,0
male,16.0,3rd,Cherbourg,8.1403,0,0,0
female,2.0,2nd,Southampton,26.0,1,1,1
female,8.0,2nd,Southampton,26.0,1,1,1
female,33.0,2nd,Southampton,26.0,0,2,1
male,27.0,3rd,Southampton,7.1711,0,0,0
male,21.0,3rd,Cherbourg,7.0406,0,0,0
female,63.0,3rd,Southampton,8.0203,0,0,0
male,30.0,3rd,Cherbourg,7.0407,0,0,0
male,18.0,3rd,Southampton,7.05,0,0,0
male,36.0,2nd,Southampton,10.1,0,0,0
male,38.0,3rd,Southampton,7.1711,0,0,0
male,33.0,2nd,Southampton,21.0,1,0,0
female,30.0,2nd,Southampton,21.0,3,0,1
male,37.0,1st,Cherbourg,89.0,0,0,0
female,29.0,2nd,Southampton,13.0,0,0,1
male,21.0,3rd,Southampton,8.01,0,0,0
male,33.0,1st,Cherbourg,39.12,0,0,1
male,10.0,3rd,Queenstown,29.0206,4,1,0
male,4.0,3rd,Queenstown,29.0206,4,1,0
male,7.0,3rd,Queenstown,29.0206,4,1,0
male,2.0,3rd,Queenstown,29.0206,4,1,0
male,8.0,3rd,Queenstown,29.0206,4,1,0
female,39.0,3rd,Queenstown,29.0206,0,5,0
male,23.0,2nd,Cherbourg,15.0,0,0,0
male,0.75,2nd,Southampton,18.15,1,1,1
male,3.0,2nd,Southampton,18.15,1,1,1
female,24.0,2nd,Southampton,18.15,2,3,1
female,58.0,2nd,Southampton,10.1,0,0,1
male,22.0,1st,Cherbourg,135.1208,0,0,0
female,22.0,3rd,Southampton,39.1309,0,0,0
male,35.0,3rd,Southampton,7.0206,0,0,0
female,22.0,3rd,Queenstown,7.1405,0,0,1
male,69.0,3rd,Southampton,14.1,0,0,0
female,64.0,3rd,Southampton,14.1,0,0,0
female,43.0,1st,Southampton,211.0609,0,1,1
male,50.0,3rd,Southampton,14.1,1,0,0
female,48.0,3rd,Southampton,14.1,1,0,0
male,45.0,1st,Cherbourg,247.1006,0,0,0
male,31.0,1st,Southampton,50.0911,0,0,0
male,18.0,2nd,Southampton,10.1,0,0,0
male,30.0,3rd,Southampton,8.01,0,0,0
male,45.0,1st,Southampton,26.11,0,0,1
male,49.0,3rd,Southampton,7.1506,0,0,0
male,39.0,1st,Southampton,50.0,0,0,0
female,2.0,3rd,Southampton,20.0403,1,1,0
female,41.0,3rd,Southampton,20.0403,0,2,0
male,18.0,3rd,Southampton,20.0403,1,1,0
female,33.0,1st,Cherbourg,27.1405,0,0,1
male,46.0,1st,Cherbourg,79.0,0,0,0
male,36.0,1st,Southampton,40.0206,0,0,0
female,33.0,1st,Southampton,86.1,0,0,1
female,26.0,3rd,Southampton,8.01,0,0,1
male,46.0,1st,Cherbourg,59.08,1,0,0
female,54.0,1st,Cherbourg,59.08,1,0,1
male,55.0,3rd,Southampton,8.01,0,0,0
male,59.0,1st,Southampton,26.11,0,0,0
female,22.0,2nd,Southampton,10.1,0,0,1
male,17.0,3rd,Southampton,8.01,0,0,0
male,24.0,3rd,Queenstown,7.15,0,0,1
male,30.0,3rd,Queenstown,24.03,0,0,0
male,13.0,1st,Cherbourg,262.0706,2,2,1
female,18.0,1st,Cherbourg,262.0706,2,2,1
female,21.0,1st,Cherbourg,262.0706,2,2,1
male,61.0,1st,Cherbourg,262.0706,1,3,0
female,48.0,1st,Cherbourg,262.0706,1,3,1
male,30.0,3rd,Cherbourg,7.0407,0,0,0
male,27.0,3rd,Cherbourg,7.0406,0,0,0
male,47.0,1st,Southampton,30.1,0,0,1
male,19.0,3rd,Queenstown,7.1407,0,0,0
male,17.0,3rd,Southampton,7.111,0,0,0
male,43.0,3rd,Southampton,7.05,0,0,0
male,13.0,3rd,Southampton,69.11,8,2,0
male,5.0,3rd,Southampton,69.11,8,2,0
female,8.0,3rd,Southampton,69.11,8,2,0
female,14.0,3rd,Southampton,69.11,8,2,0
female,10.0,3rd,Southampton,69.11,8,2,0
female,21.0,3rd,Southampton,69.11,8,2,0
male,18.0,3rd,Southampton,69.11,8,2,0
male,17.0,3rd,Southampton,69.11,8,2,0
male,20.0,3rd,Southampton,69.11,8,2,0
male,45.0,3rd,Southampton,69.11,1,9,0
female,45.0,3rd,Southampton,69.11,1,9,0
female,24.0,1st,Cherbourg,69.06,0,0,1
male,24.0,3rd,Southampton,9.0606,0,0,0
female,21.0,3rd,Southampton,7.13,0,0,1
male,43.0,1st,Southampton,26.0,0,0,1
male,29.0,3rd,Southampton,7.1806,0,0,0
male,17.0,3rd,Cherbourg,21.1307,2,0,0
male,40.0,3rd,Cherbourg,21.1307,2,0,0
male,16.0,3rd,Cherbourg,21.1307,2,0,0
female,1.0,3rd,Southampton,16.14,1,1,1
female,4.0,3rd,Southampton,16.14,1,1,1
female,24.0,3rd,Southampton,16.14,0,2,1
male,21.0,3rd,Southampton,9.1,0,0,1
male,19.0,3rd,Southampton,8.01,0,0,0
